DataType,Admin2,Admin1,Admin0,Population,CaseCount,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11
Confirmed,"","Karnataka","India",67562686,2992179,0,0.00,236,8817.48,245,8119.23,259,9735.75,390,404.00,470,45089.21,548,1594.29,557,1723.92,666,249.92,683,382.36,683,382.36
Confirmed,"","Kerala","India",35699443,5163345,0,0.00,261,8300.64,323,4792.53,366,5896.57,420,1864.29,471,37259.96,517,11515.14,558,20314.33,574,19049.97,587,28785.54,683,4706.46
Confirmed,"","Ladakh","India",274289,21627,0,0.00,145,69.54,162,7.60,259,76.48,277,49.18,292,81.39,407,2.06,452,193.39,633,3.77,677,28.07,683,27.27
Confirmed,"","Lakshadweep","India",64429,10402,0,0.00,365,6.94,371,4.92,412,17.60,433,3.87,459,137.26,467,126.99,485,239.61,655,0.00,672,2.55,683,1.85
Confirmed,"","Madhya Pradesh","India",85358965,783490,0,0.00,241,2505.99,259,1713.40,265,1874.84,284,711.83,308,1630.59,383,180.01,459,12933.27,526,40.18,537,175.78,683,14.65
Confirmed,"","Maharashtra","India",123144223,6549610,0,0.00,236,21620.66,297,4004.99,308,5511.33,330,2613.07,349,3649.67,373,2494.74,455,64412.88,598,2070.46,606,3187.77,683,619.21
Confirmed,"","Manipur","India",3091544,125065,0,0.00,151,55.76,164,29.41,269,298.71,298,204.80,306,235.39,417,2.76,493,825.14,517,559.51,548,1103.20,683,30.72
Confirmed,"","Meghalaya","India",3366710,84542,0,0.00,237,132.81,246,101.62,256,189.85,312,63.48,323,83.14,404,1.26,486,877.75,537,414.43,553,604.63,683,19.50
Confirmed,"","Mizoram","India",1239244,136397,0,0.00,233,41.66,262,10.37,289,46.10,409,0.97,516,325.50,523,274.62,552,925.47,572,538.00,615,1343.11,683,265.56
Confirmed,"","Nagaland","India",2249695,32015,0,0.00,194,125.01,217,32.68,233,111.72,242,60.88,272,108.63,290,54.55,301,114.69,423,0.30,479,292.85,683,3.86
Confirmed,"","Odisha","India",46356333,1047159,0,0.00,242,4252.60,394,66.88,404,81.98,413,66.77,483,11329.66,620,515.11,626,532.31,667,227.63,673,237.84,683,224.30
Confirmed,"","Puducherry","India",1413542,128960,0,0.00,218,478.60,232,406.86,245,485.61,358,28.77,378,31.45,404,18.75,478,1789.01,580,75.09,590,101.99,683,30.26
Confirmed,"","Punjab","India",30141372,600805,0,0.00,238,2527.87,281,436.02,308,722.36,368,189.13,473,8270.46,558,47.05,567,62.29,626,22.85,683,39.37,683,39.37
Confirmed,"","Rajasthan","India",81032688,943779,0,0.00,196,1239.80,200,1231.18,256,2158.35,284,1780.08,307,2997.47,393,92.79,468,17372.93,638,2.21,683,20.41,683,20.41
Confirmed,"","Sikkim","India",690251,32359,0,0.00,243,58.76,323,21.89,336,35.22,387,1.46,492,290.94,517,115.57,550,244.75,661,7.86,683,23.31,683,23.31
Confirmed,"","Tamil Nadu","India",77841267,2696480,0,0.00,188,6379.25,197,5727.41,220,6060.87,234,5522.52,239,5671.52,395,453.87,485,34538.48,587,1545.84,610,1685.56,683,725.90
Confirmed,"","Telangana","India",39362732,673090,0,0.00,167,1591.48,184,1282.99,195,2110.41,206,1677.47,220,2649.78,277,1218.05,286,1418.40,387,141.76,461,7602.84,683,188.24
Confirmed,"","Tripura","India",4169794,84010,0,0.00,145,31.58,155,20.39,191,185.26,200,131.23,227,549.77,410,0.82,485,725.25,518,370.26,537,457.15,683,9.74
Confirmed,"","Unknown","India",-1,-9434,0,0.00,129,0.00,141,-145.75,147,26.92,172,-403.92,203,5.13,210,-5.13,341,380.67,348,-380.67,683,0.00,683,0.00
Confirmed,"","Uttar Pradesh","India",237882724,1699344,0,0.00,232,6347.83,285,1933.06,305,2260.75,393,92.10,459,33656.37,580,21.19,587,25.50,673,7.46,683,15.37,683,15.37
Confirmed,"","Uttarakhand","India",11250858,342852,0,0.00,150,79.21,162,46.25,238,1247.24,279,315.18,324,614.75,399,7.07,471,7232.38,652,7.62,678,20.76,683,17.54
Confirmed,"","West Bengal","India",99609303,1610427,0,0.00,211,3137.32,222,2997.47,240,3255.35,249,3151.27,276,4064.20,391,170.60,477,19812.15,586,641.08,645,910.42,683,638.06
